"","Transcript.stable.ID","baseMean_day_7_vs_0","log2FoldChange_day_7_vs_0","lfcSE_day_7_vs_0","stat_day_7_vs_0","pvalue_day_7_vs_0","padj_day_7_vs_0","baseMean_day_4_vs_0","log2FoldChange_day_4_vs_0","lfcSE_day_4_vs_0","stat_day_4_vs_0","pvalue_day_4_vs_0","padj_day_4_vs_0","baseMean_day_28_vs_0","log2FoldChange_day_28_vs_0","lfcSE_day_28_vs_0","stat_day_28_vs_0","pvalue_day_28_vs_0","padj_day_28_vs_0","baseMean_day_21_vs_0","log2FoldChange_day_21_vs_0","lfcSE_day_21_vs_0","stat_day_21_vs_0","pvalue_day_21_vs_0","padj_day_21_vs_0","baseMean_day_2_vs_0","log2FoldChange_day_2_vs_0","lfcSE_day_2_vs_0","stat_day_2_vs_0","pvalue_day_2_vs_0","padj_day_2_vs_0","baseMean_day_14_vs_0","log2FoldChange_day_14_vs_0","lfcSE_day_14_vs_0","stat_day_14_vs_0","pvalue_day_14_vs_0","padj_day_14_vs_0","baseMean_Intercept","log2FoldChange_Intercept","lfcSE_Intercept","stat_Intercept","pvalue_Intercept","padj_Intercept","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome.scaffold.name","Gene.description","GENCODE.basic.annotation","Gene.name"
"39","ENST00000354475",93.1463542684942,20.1205439941172,2.98026067991083,6.75126982338981,1.46556751172693e-11,8.75207606653086e-07,93.1463542684942,20.5240157195087,2.97951678214405,6.88837057153264,5.64350457411132e-12,3.60179748928932e-07,93.1463542684942,21.0943771306938,3.27860818515113,6.43394267916201,1.2433576466822e-10,8.45048024567558e-06,93.1463542684942,21.1238245134027,2.97941302073628,7.08992823968477,1.34181559715752e-12,9.6761006342223e-08,93.1463542684942,18.9703402285302,2.98005831603492,6.36576141025688,1.94323302886124e-10,1.16045990017535e-05,93.1463542684942,20.4115032982435,2.98018219360955,6.84907900665006,7.43269417157048e-12,4.5912495167208e-07,93.1463542684942,-13.7119851361728,2.26483644986623,-6.05429373806779,1.41035055233559e-09,0.00011664586313202,"ENSG00000105875","ENSG00000105875.15","ENST00000354475.5","7","WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997]","GENCODE basic","WDR91"
"40","ENST00000354719",17.9629850114543,18.5254647685301,3.38430916871295,5.47392801455408,4.40167926771776e-08,0.00262859482509569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000134602","ENSG00000134602.16","ENST00000354719.10","X","serine/threonine kinase 26 [Source:HGNC Symbol;Acc:HGNC:18174]","GENCODE basic","STK26"
"41","ENST00000357886",49.222282889876,-21.1960469675232,3.40635510512575,-6.22250068280555,4.8929265211203e-10,2.92195785988262e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000101391","ENSG00000101391.21","ENST00000357886.8","20","CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]","GENCODE basic","CDK5RAP1"
"42","ENST00000358025",307.016668409907,22.862205703102,3.37830819952817,6.76735346594341,1.3115937668986e-11,7.83257565716504e-07,307.016668409907,21.9655385853495,3.37839571348574,6.50176605945491,7.93824844399832e-11,5.06634892192861e-06,307.016668409907,22.6088540066929,3.73091489813043,6.0598685909513,1.36232801107772e-09,9.25906232728974e-05,307.016668409907,20.6270588978087,3.37913548798997,6.10424144610977,1.0329004596113e-09,7.448451794349e-05,307.016668409907,22.7339947139527,3.37818553658436,6.72964657143691,1.7007568801706e-11,1.01565799370028e-06,307.016668409907,20.6025901970605,3.37930559312214,6.09669342689596,1.08284904352674e-09,6.688866826769e-05,307.016668409907,-13.6423802630775,2.52969197451568,-5.39290174476257,6.93288669290268e-08,0.00573398259709902,"ENSG00000054654","ENSG00000054654.20","ENST00000358025.7","14","spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]","GENCODE basic","SYNE2"
"43","ENST00000358147",19.60341322617,-21.5866686644258,2.93340395917271,-7.35891440963136,1.85411858756445e-13,1.10724253812174e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000196151","ENSG00000196151.11","ENST00000358147.8","2","WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26697]","GENCODE basic","WDSUB1"
"44","ENST00000359210",57.3815948485959,19.6168445388064,3.59451731618113,5.45743498035159,4.83061951737299e-08,0.0028847493633848,57.3815948485959,20.3695921564741,3.59334770007281,5.66869500439975,1.43889240886634e-08,0.000918329913186675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000058600","ENSG00000058600.16","ENST00000359210.8","16","RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]","GENCODE basic","POLR3E"
"45","ENST00000359785",136.583647741563,19.1056296323832,2.85908449248231,6.68242917710883,2.35013549421174e-11,1.40345391443337e-06,136.583647741563,19.8836894844194,2.85704857365162,6.95952097832411,3.41431674807175e-12,2.17908523495435e-07,136.583647741563,20.2575281472556,3.13955935228046,6.45234756671865,1.10130637725607e-10,7.48502879302091e-06,136.583647741563,21.9688211445888,2.85596253478807,7.69226517399641,1.44552628421844e-14,1.0423979140756e-09,136.583647741563,21.2028423671945,2.85579058774548,7.42450880613527,1.13199212389296e-13,6.76003056546396e-09,136.583647741563,21.6542155267322,2.85617781972566,7.58153619749492,3.4148713693498e-14,2.10940019356106e-09,136.583647741563,-13.708131304924,2.18414233915094,-6.27620785477421,3.46930325215798e-10,2.8693566407623e-05,"ENSG00000134242","ENSG00000134242.16","ENST00000359785.10","1","protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]","GENCODE basic","PTPN22"
"46","ENST00000360843",26.3161330764931,18.9273294727562,3.17652134856566,5.9585085053191,2.54550402281804e-09,0.000152012409234647,26.3161330764931,20.2326896567144,3.17361393625779,6.37528384456619,1.82624397492068e-10,1.16554542967387e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000198586","ENSG00000198586.14","ENST00000360843.7","2","tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]","GENCODE basic","TLK1"
"47","ENST00000361283",275.060965652475,22.2384599280372,3.93745170319917,5.64793211557832,1.623892714707e-08,0.000969756251368727,275.060965652475,21.8484412398851,3.93744808032456,5.54888364092007,2.87499433529485e-08,0.00183487888467188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000198824","ENSG00000198824.8","ENST00000361283.4","13","chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:20311]","GENCODE basic","CHAMP1"
"48","ENST00000361924",25.1684204281306,-20.8455017420822,3.9667665980519,-5.25503611740595,1.4799542518333e-07,0.00883799080109812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000144674","ENSG00000144674.19","ENST00000361924.7","3","golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]","GENCODE basic","GOLGA4"
"49","ENST00000366769",41.2738241941995,18.7672387633253,2.8860108190908,6.50283035641484,7.88226701135738e-11,4.7071322138424e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000143776","ENSG00000143776.20","ENST00000366769.7","1","CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]","GENCODE basic","CDC42BPA"
"50","ENST00000367342",25.5247552111364,18.4401374250659,3.45869775846417,5.33152611555575,9.73908118586785e-08,0.00581598450257656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000163362","ENSG00000163362.11","ENST00000367342.8","1","innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]","GENCODE basic","INAVA"
"51","ENST00000367352",33.2417284018001,-21.8237720814891,3.54566684562134,-6.15505433299238,7.50517608331464e-10,4.48194105343384e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000162702","ENSG00000162702.8","ENST00000367352.3","1","zinc finger protein 281 [Source:HGNC Symbol;Acc:HGNC:13075]","GENCODE basic","ZNF281"
"52","ENST00000367535",65.5984203072833,-19.8398773250318,2.8340033612997,-7.00065412622978,2.54770188648873e-12,1.52143661257334e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000116701","ENSG00000116701.16","ENST00000367535.8","1","neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]","GENCODE basic","NCF2"
"53","ENST00000367866",168.64307240454,-25.187672222221,3.1017428933216,-8.12049002399677,4.6430514027035e-16,2.77273743666647e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000143190","ENSG00000143190.23","ENST00000367866.7","1","POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212]","GENCODE basic","POU2F1"
"54","ENST00000368060",66.2374839533655,20.1042379204474,3.65143204878622,5.50585021214629,3.67390813496489e-08,0.00219398446003833,66.2374839533655,20.7019635965567,3.65076752341725,5.67057843693617,1.42316193798615e-08,0.000908290412061523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000112282","ENSG00000112282.18","ENST00000368060.7","6","mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]","GENCODE basic","MED23"
"55","ENST00000368284",58.313699027918,20.3715856114084,2.91584828804041,6.98650396008738,2.81820453276828e-12,1.68297538287856e-07,58.313699027918,20.1617764513388,2.91564986976362,6.91501975611818,4.67798175301923e-12,2.98558151441193e-07,58.313699027918,20.1966026194164,3.2066039515697,6.29844000832399,3.00656043151515e-10,2.04340879727927e-05,58.313699027918,19.1201874302245,2.91805336920449,6.55237756512897,5.66281432652619e-11,4.08356866714457e-06,58.313699027918,19.6975149117729,2.91528595547586,6.75663218380841,1.41236129208462e-11,8.43433916407093e-07,58.313699027918,19.3517009751854,2.9179553305022,6.63193873219946,3.31306106008194e-11,2.04651094742321e-06,58.313699027918,-13.7658113840936,2.222669473099,-6.19336862754513,5.88917765357682e-10,4.87076216194378e-05,"ENSG00000196189","ENSG00000196189.14","ENST00000368284.5","1","semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]","GENCODE basic","SEMA4A"
"56","ENST00000370803",173.206668785423,-24.0196456385655,4.38146073419297,-5.48210907177963,4.20284968389549e-08,0.00250985777422871,173.206668785423,-25.711655073438,4.38146073419298,-5.86828380607953,4.40329069439932e-09,0.000281026818697954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000156531","ENSG00000156531.18","ENST00000370803.8","X","PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]","GENCODE basic","PHF6"
"57","ENST00000371145",88.319649522934,-23.3971767106302,3.34126554760262,-7.00248943919403,2.51453845497083e-12,1.50163207453948e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000101972","ENSG00000101972.20","ENST00000371145.8","X","stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355]","GENCODE basic","STAG2"
"58","ENST00000371657",93.1267459335982,-24.2527044740996,4.13018244977824,-5.8720661300088,4.30396979982446e-09,0.000257024468505917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000244687","ENSG00000244687.13","ENST00000371657.9","20","ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494]","GENCODE basic","UBE2V1"
"59","ENST00000371706",162.219342747966,-24.3510620037,3.14084530216476,-7.75302813765342,8.97267265422447e-15,5.35830065564977e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000148396","ENSG00000148396.19","ENST00000371706.8","9","SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]","","SEC16A"
"60","ENST00000372599",25.9480752118522,-22.0559822569003,3.57136617193256,-6.17578293434,6.58363892284598e-10,3.93161749194516e-05,25.9480752118522,-23.5005741423258,3.57136617193256,-6.58027572950019,4.69576632044493e-11,2.99693198103436e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000136802","ENSG00000136802.12","ENST00000372599.7","9","leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027]","GENCODE basic","LRRC8A"
"61","ENST00000373224",50.3726241666845,-22.0730589041922,4.04092186799785,-5.46238200718509,4.69787781588162e-08,0.00280547867408818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000172731","ENSG00000172731.15","ENST00000373224.5","10","leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]","GENCODE basic","LRRC20"
"62","ENST00000373871",51.1537856277649,19.4822428989596,3.29398640506224,5.91448794962209,3.32909608298368e-09,0.000198806959883619,51.1537856277649,18.8919668305937,3.29433321966778,5.73468607176867,9.76931217179815e-09,0.000623497041428502,51.1537856277649,21.0692776824809,3.63343442041917,5.79872243298951,6.6822027583927e-09,0.00045415591047416,51.1537856277649,18.8430084142356,3.295518913542,5.71776673373216,1.07933169267632e-08,0.00077832767022275,51.1537856277649,19.8672719951345,3.29218299913989,6.03468033226739,1.59277672164836e-09,9.51174402633966e-05,51.1537856277649,19.5380402742955,3.29430702455797,5.93084983538144,3.01370740897481e-09,0.000186159720359783,51.1537856277649,-13.8039174365165,2.47188950259325,-5.58435861394079,2.34564250541887e-08,0.00194001054695679,"ENSG00000158161","ENSG00000158161.16","ENST00000373871.8","1","EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521]","GENCODE basic","EYA3"
"63","ENST00000374935",13.3927492569387,17.4785264802736,3.07697726239862,5.68042107228587,1.34363545091863e-08,0.00080239221857959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000075151","ENSG00000075151.24","ENST00000374935.7","1","eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]","GENCODE basic","EIF4G3"
"64","ENST00000378319",339.388283531141,22.4230343926529,4.06929886677723,5.51029431033441,3.58234209289705e-08,0.00213930305103626,339.388283531141,21.4632802062304,4.06941162460308,5.274295693379,1.33266887877916e-07,0.00850535931814438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000136147","ENSG00000136147.18","ENST00000378319.8","13","PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]","GENCODE basic","PHF11"
"65","ENST00000379239",18.3923467013691,18.9045931656908,2.94742531654451,6.41393458201481,1.41811079859844e-10,8.46867406707014e-06,18.3923467013691,17.7394627981835,2.95057503142907,6.01220528514798,1.83016354438023e-09,0.000116804697729435,18.3923467013691,18.8739269480011,3.24237900170906,5.82101196006162,5.84923833227104e-09,0.000397543483252802,18.3923467013691,16.9107988760739,2.96148770813576,5.71023773950396,1.12818464572968e-08,0.000813556511728586,18.3923467013691,16.8209416706931,2.95052823591658,5.7009932885688,1.19111326285197e-08,0.000711309018309939,18.3923467013691,19.182014701168,2.94725892612804,6.5084253477411,7.59426326583179e-11,4.69105236193696e-06,18.3923467013691,-13.8910467891431,2.24137880465071,-6.19754535035317,5.73505171960928e-10,4.74328922573725e-05,"ENSG00000137073","ENSG00000137073.24","ENST00000379239.9","9","ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]","GENCODE basic","UBAP2"
"66","ENST00000380834",177.214246589612,21.1883516514336,3.50904536163249,6.038209674661,1.5583349437884e-09,9.30606461731555e-05,177.214246589612,21.6182310352023,3.50874803744227,6.16123779892759,7.21785054298451e-10,4.60657657354358e-05,177.214246589612,22.150084842229,3.87840703748316,5.71112949934286,1.12228803156001e-08,0.000762763060649759,177.214246589612,21.1257804317894,3.50909034434978,6.02030109193553,1.74092923227597e-09,0.000125541888797885,177.214246589612,20.7722160103208,3.50872919721008,5.92015366328003,3.21640953204083e-09,0.000192077544434414,177.214246589612,21.2438087714881,3.5091288595585,6.05386967013828,1.41407031730492e-09,8.73485375702421e-05,NA,NA,NA,NA,NA,NA,"ENSG00000138092","ENSG00000138092.11","ENST00000380834.7","2","centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]","GENCODE basic","CENPO"
"67","ENST00000393287",99.0760181869416,-22.1936178590179,4.16654587802604,-5.32662270108796,1.0005569823635e-07,0.00597512618727837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000066427","ENSG00000066427.25","ENST00000393287.9","14","ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106]","GENCODE basic","ATXN3"
"68","ENST00000393721",154.749100017155,-23.959808079083,3.42195071800494,-7.00179811270107,2.52698046829329e-12,1.50906219605539e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000089820","ENSG00000089820.17","ENST00000393721.5","X","Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674]","GENCODE basic","ARHGAP4"
"69","ENST00000394019",21.1586790838658,-21.7848741146123,3.40308531730748,-6.40150689253025,1.53850866791477e-10,9.1876660630534e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000188687","ENSG00000188687.18","ENST00000394019.7","2","solute carrier family 4 member 5 [Source:HGNC Symbol;Acc:HGNC:18168]","GENCODE basic","SLC4A5"
"70","ENST00000394152",97.5451073434234,-22.8408727188463,3.64970364459785,-6.2582814779097,3.89242814811709e-10,2.32448024149256e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000197037","ENSG00000197037.11","ENST00000394152.7","7","zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:HGNC:21961]","GENCODE basic","ZSCAN25"
"71","ENST00000395324",149.693565040182,20.7428129481699,3.74009410762669,5.54606711790268,2.92166710206101e-08,0.00174476116000879,149.693565040182,-20.9584398348412,3.92037515349475,-5.3460291462561,8.99047372872218e-08,0.00573790014314507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000111424","ENSG00000111424.12","ENST00000395324.6","12","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]","GENCODE basic","VDR"
"72","ENST00000395334",264.037900332498,21.4449977498144,3.28190250184458,6.53431896217555,6.38996355712969e-11,3.81595843704671e-06,264.037900332498,21.804253654684,3.2816552557051,6.64428526329135,3.04691962664117e-11,1.94460504411493e-06,264.037900332498,21.6330597812536,3.62162471461105,5.97330245013443,2.32498283262981e-09,0.000158017458219685,264.037900332498,22.4032399017885,3.28161826797098,6.8268878560456,8.67764752353359e-12,6.25762518217054e-07,264.037900332498,21.3101779916993,3.28156529874931,6.49390642929494,8.36387076880371e-11,4.9947363457142e-06,264.037900332498,22.4551892966721,3.28165068406278,6.84265068361022,7.7741060820117e-12,4.80214306791945e-07,264.037900332498,-13.6472947045537,2.46517453342963,-5.53603589501923,3.09394184475546e-08,0.0025589064815419,"ENSG00000162433","ENSG00000162433.15","ENST00000395334.6","1","adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]","GENCODE basic","AK4"
"73","ENST00000396551",54.564647269018,20.5966859131101,3.5046157688295,5.87701684626875,4.17725712467746e-09,0.000249457440971489,54.564647269018,18.4299432489632,3.50659922407377,5.25578832118498,1.47391742738839e-07,0.00940683580507816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000204599","ENSG00000204599.16","ENST00000396551.9","6","tripartite motif containing 39 [Source:HGNC Symbol;Acc:HGNC:10065]","GENCODE basic","TRIM39"
"74","ENST00000397004",126.647014650942,-22.3232713906047,4.00847152015253,-5.56902332432069,2.56171196110236e-08,0.00152980314893111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000110713","ENSG00000110713.18","ENST00000397004.9","11","nucleoporin 98 and 96 precursor [Source:HGNC Symbol;Acc:HGNC:8068]","GENCODE basic","NUP98"
"75","ENST00000397137",74.6676401497509,-23.3324233243375,4.27753770026167,-5.45463885050276,4.90724775267855e-08,0.00293051021294458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000166619","ENSG00000166619.15","ENST00000397137.5","20","BLCAP apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:1055]","GENCODE basic","BLCAP"
"76","ENST00000398253",78.8733467476853,-23.3083082890619,4.22778623600572,-5.51312365099209,3.52520377556631e-08,0.00210518119069269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000184939","ENSG00000184939.16","ENST00000398253.6","16","ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]","GENCODE basic","ZFP90"
"77","ENST00000398449",115.47105994956,20.8599515782268,3.4033062680559,6.12931953084046,8.82557198557396e-10,5.27045507834506e-05,115.47105994956,20.5523091863732,3.40324607348488,6.03903119039757,1.55042276705293e-09,9.89510818388524e-05,115.47105994956,21.2613390799924,3.75891482945249,5.65624390140526,1.54721558166171e-08,0.00105156507007638,115.47105994956,20.4517662620669,3.40362323646345,6.0088220232382,1.86876130847481e-09,0.000134760115476735,115.47105994956,20.8154532406825,3.40278070264287,6.11718916370827,9.52402883645996e-10,5.68755954055716e-05,115.47105994956,20.7483894594575,3.40353965136605,6.09612097544681,1.08673184625203e-09,6.71285128748339e-05,115.47105994956,-13.6883553679005,2.5459377577575,-5.37654753192293,7.5927661427272e-08,0.00627974909366538,"ENSG00000160179","ENSG00000160179.19","ENST00000398449.8","21","ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]","GENCODE basic","ABCG1"
"78","ENST00000399461",62.5205424297484,-23.2639652551426,4.03791602306431,-5.76137916743695,8.34293804698324e-09,0.000498223574289745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000167526","ENSG00000167526.14","ENST00000399461.8","16","ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:10303]","","RPL13"
"79","ENST00000406563",26.1908944827265,-21.8868415973491,4.17057896474057,-5.24791444602477,1.53830700777834e-07,0.00918646178905067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000112561","ENSG00000112561.19","ENST00000406563.7","6","transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]","GENCODE basic","TFEB"
"80","ENST00000406900",52.382484846958,-22.8913076572519,3.18577315600105,-7.18547948529589,6.69717309813402e-13,3.99941783074367e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENSG00000096717","ENSG00000096717.12","ENST00000406900.5","10","sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]","GENCODE basic","SIRT1"
